ISO,WEO Subject Code,Country,Subject Descriptor,Units,Scale,2017,2018,2019,2020
NGA,LP,Nigeria,Population,Persons,Millions,190.873,195.875,200.964,206.14
NGA,GGR,Nigeria,General government revenue,National currency,Billions,"7,555.40","10,978.48","11,406.77","10,027.62"
NGA,GGR_NGDP,Nigeria,General government revenue,Percent of GDP,,6.576,8.505,7.832,6.501
NGA,GGX,Nigeria,General government total expenditure,National currency,Billions,"13,777.07","16,548.56","18,237.81","18,635.11"
NGA,GGX_NGDP,Nigeria,General government total expenditure,Percent of GDP,,11.991,12.82,12.523,12.081
NGA,GGXCNL,Nigeria,General government net lending/borrowing,National currency,Billions,"-6,221.67","-5,570.08","-6,831.04","-8,607.50"
NGA,GGXCNL_NGDP,Nigeria,General government net lending/borrowing,Percent of GDP,,-5.415,-4.315,-4.69,-5.58
NGA,GGSB,Nigeria,General government structural balance,National currency,Billions,,,,
NGA,GGSB_NPGDP,Nigeria,General government structural balance,Percent of potential GDP,,,,,
NGA,GGXONLB,Nigeria,General government primary net lending/borrowing,National currency,Billions,"-4,664.81","-3,383.97","-4,388.70","-5,346.60"
NGA,GGXONLB_NGDP,Nigeria,General government primary net lending/borrowing,Percent of GDP,,-4.06,-2.621,-3.013,-3.466
NGA,GGXWDN,Nigeria,General government net debt,National currency,Billions,"24,057.63","30,325.36","37,065.77","52,528.56"
NGA,GGXWDN_NGDP,Nigeria,General government net debt,Percent of GDP,,20.938,23.492,25.45,34.054
NGA,GGXWDG,Nigeria,General government gross debt,National currency,Billions,"29,115.98","35,743.22","42,483.63","53,195.37"
NGA,GGXWDG_NGDP,Nigeria,General government gross debt,Percent of GDP,,25.34,27.689,29.17,34.486
NGA,NGDP_FY,Nigeria,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"114,899.25","129,086.91","145,639.14","154,252.32"
NGA,BCA,Nigeria,Current account balance,U.S. dollars,Billions,13.564,7.283,-13.685,-15.986
NGA,BCA_NGDPD,Nigeria,Current account balance,Percent of GDP,,3.61,1.727,-3.054,-3.723
MKD,NGDP_R,North Macedonia,"Gross domestic product, constant prices",National currency,Billions,440.013,452.688,470.389,448.336
MKD,NGDP_RPCH,North Macedonia,"Gross domestic product, constant prices",Percent change,,1.082,2.881,3.91,-4.688
MKD,NGDP,North Macedonia,"Gross domestic product, current prices",National currency,Billions,618.106,660.877,692.683,669.279
MKD,NGDPD,North Macedonia,"Gross domestic product, current prices",U.S. dollars,Billions,11.336,12.694,12.609,12.385
MKD,PPPGDP,North Macedonia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,32.458,34.196,36.171,34.925
MKD,NGDP_D,North Macedonia,"Gross domestic product, deflator",Index,,140.474,145.99,147.257,149.281
MKD,NGDPRPC,North Macedonia,"Gross domestic product per capita, constant prices",National currency,Units,"212,023.70","217,938.97","226,556.47","216,712.23"
MKD,NGDPRPPPPC,North Macedonia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"15,640.30","16,076.65","16,712.33","15,986.15"
MKD,NGDPPC,North Macedonia,"Gross domestic product per capita, current prices",National currency,Units,"297,839.21","318,168.03","333,621.35","323,509.48"
MKD,NGDPDPC,North Macedonia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"5,462.38","6,111.19","6,073.00","5,986.55"
MKD,PPPPC,North Macedonia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"15,640.30","16,463.16","17,421.09","16,881.59"
MKD,NGAP_NPGDP,North Macedonia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,
MKD,PPPSH,North Macedonia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.027,0.026,0.027,0.026
MKD,PPPEX,North Macedonia,Implied PPP conversion rate,National currency per current international dollar,,19.043,19.326,19.15,19.163
MKD,NID_NGDP,North Macedonia,Total investment,Percent of GDP,,,,,
MKD,NGSD_NGDP,North Macedonia,Gross national savings,Percent of GDP,,31.493,32.537,31.288,26.987
MKD,PCPI,North Macedonia,"Inflation, average consumer prices",Index,,110.916,112.533,113.396,114.757
MKD,PCPIPCH,North Macedonia,"Inflation, average consumer prices",Percent change,,1.352,1.458,0.766,1.2
MKD,PCPIE,North Macedonia,"Inflation, end of period consumer prices",Index,,111.89,112.83,113.32,115.87
MKD,PCPIEPCH,North Macedonia,"Inflation, end of period consumer prices",Percent change,,2.435,0.84,0.434,2.25
MKD,TM_RPCH,North Macedonia,Volume of imports of goods and services,Percent change,,5.238,10.733,10.083,-10.861
MKD,TMG_RPCH,North Macedonia,Volume of Imports of goods,Percent change,,5.993,7.263,14.553,-9.89
MKD,TX_RPCH,North Macedonia,Volume of exports of goods and services,Percent change,,8.347,12.805,8.877,-10.932
MKD,TXG_RPCH,North Macedonia,Volume of exports of goods,Percent change,,11.59,14.093,13.13,-10.411
MKD,LUR,North Macedonia,Unemployment rate,Percent of total labor force,,22.375,20.725,17.25,16.375
MKD,LE,North Macedonia,Employment,Persons,Millions,,n/a,,
MKD,LP,North Macedonia,Population,Persons,Millions,2.075,2.077,2.076,2.069
MKD,GGR,North Macedonia,General government revenue,National currency,Billions,179.435,188.424,203.911,189.77
MKD,GGR_NGDP,North Macedonia,General government revenue,Percent of GDP,,29.03,28.511,29.438,28.354
MKD,GGX,North Macedonia,General government total expenditure,National currency,Billions,196.331,200.024,217.542,243.636
MKD,GGX_NGDP,North Macedonia,General government total expenditure,Percent of GDP,,31.763,30.266,31.406,36.403
MKD,GGXCNL,North Macedonia,General government net lending/borrowing,National currency,Billions,-16.896,-11.6,-13.631,-53.866
MKD,GGXCNL_NGDP,North Macedonia,General government net lending/borrowing,Percent of GDP,,-2.734,-1.755,-1.968,-8.048
MKD,GGSB,North Macedonia,General government structural balance,National currency,Billions,,,,
MKD,GGSB_NPGDP,North Macedonia,General government structural balance,Percent of potential GDP,,,,,
MKD,GGXONLB,North Macedonia,General government primary net lending/borrowing,National currency,Billions,-8.487,-3.901,-5.519,-45.835
MKD,GGXONLB_NGDP,North Macedonia,General government primary net lending/borrowing,Percent of GDP,,-1.373,-0.59,-0.797,-6.848
MKD,GGXWDN,North Macedonia,General government net debt,National currency,Billions,239.485,258.921,275.937,335.257
MKD,GGXWDN_NGDP,North Macedonia,General government net debt,Percent of GDP,,38.745,39.178,39.836,50.092
MKD,GGXWDG,North Macedonia,General government gross debt,National currency,Billions,243.427,267.161,280.179,340.302
MKD,GGXWDG_NGDP,North Macedonia,General government gross debt,Percent of GDP,,39.383,40.425,40.448,50.846
MKD,NGDP_FY,North Macedonia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,618.106,660.877,692.683,669.279
MKD,BCA,North Macedonia,Current account balance,U.S. dollars,Billions,-0.088,0.026,-0.375,-0.363
MKD,BCA_NGDPD,North Macedonia,Current account balance,Percent of GDP,,-0.78,0.208,-2.972,-2.93
NOR,NGDP_R,Norway,"Gross domestic product, constant prices",National currency,Billions,"3,438.92","3,467.43","3,506.39","3,461.58"
NOR,NGDP_RPCH,Norway,"Gross domestic product, constant prices",Percent change,,2.464,0.829,1.124,-1.278
NOR,NGDP,Norway,"Gross domestic product, current prices",National currency,Billions,"3,323.10","3,576.58","3,596.94","3,461.58"
NOR,NGDPD,Norway,"Gross domestic product, current prices",U.S. dollars,Billions,401.745,439.789,408.743,367.633
NOR,PPPGDP,Norway,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,334.929,345.825,355.983,356.02
NOR,NGDP_D,Norway,"Gross domestic product, deflator",Index,,96.632,103.148,102.582,100
NOR,NGDPRPC,Norway,"Gross domestic product per capita, constant prices",National currency,Units,"650,044.19","651,290.50","654,569.74","642,868.63"
NOR,NGDPRPPPPC,Norway,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"63,310.23","63,431.62","63,750.99","62,611.38"
NOR,NGDPPC,Norway,"Gross domestic product per capita, current prices",National currency,Units,"628,151.62","671,793.02","671,472.41","642,868.63"
NOR,NGDPDPC,Norway,"Gross domestic product per capita, current prices",U.S. dollars,Units,"75,940.15","82,605.97","76,303.68","68,275.28"
NOR,PPPPC,Norway,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"63,310.23","64,956.65","66,454.62","66,118.43"
NOR,NGAP_NPGDP,Norway,Output gap in percent of potential GDP,Percent of potential GDP,,-0.568,-0.214,0.2,-0.696
NOR,PPPSH,Norway,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.273,0.266,0.262,0.267
NOR,PPPEX,Norway,Implied PPP conversion rate,National currency per current international dollar,,9.922,10.342,10.104,9.723
NOR,NID_NGDP,Norway,Total investment,Percent of GDP,,27.541,27.717,29.6,31.347
NOR,NGSD_NGDP,Norway,Gross national savings,Percent of GDP,,33.866,36.681,33.403,32.455
NOR,PCPI,Norway,"Inflation, average consumer prices",Index,,114.551,117.718,120.27,121.817
NOR,PCPIPCH,Norway,"Inflation, average consumer prices",Percent change,,1.875,2.765,2.168,1.287
NOR,PCPIE,Norway,"Inflation, end of period consumer prices",Index,,106.1,109.8,111.3,112.9
NOR,PCPIEPCH,Norway,"Inflation, end of period consumer prices",Percent change,,1.628,3.487,1.366,1.438
NOR,TM_RPCH,Norway,Volume of imports of goods and services,Percent change,,1.841,1.39,5.336,-9.855
NOR,TMG_RPCH,Norway,Volume of Imports of goods,Percent change,,2.537,2.25,5.217,-2.227
NOR,TX_RPCH,Norway,Volume of exports of goods and services,Percent change,,1.596,-1.537,2.116,-2.329
NOR,TXG_RPCH,Norway,Volume of exports of goods,Percent change,,3.364,-2.528,-0.435,6.832
NOR,LUR,Norway,Unemployment rate,Percent of total labor force,,4.216,3.854,3.728,4.595
NOR,LE,Norway,Employment,Persons,Millions,2.647,2.695,2.725,2.71
NOR,LP,Norway,Population,Persons,Millions,5.29,5.324,5.357,5.385
NOR,GGR,Norway,General government revenue,National currency,Billions,"1,800.47","1,985.28","2,040.38","1,874.46"
NOR,GGR_NGDP,Norway,General government revenue,Percent of GDP,,54.18,55.508,56.725,54.151
NOR,GGX,Norway,General government total expenditure,National currency,Billions,"1,635.85","1,705.82","1,805.77","1,963.58"
NOR,GGX_NGDP,Norway,General government total expenditure,Percent of GDP,,49.227,47.694,50.203,56.725
NOR,GGXCNL,Norway,General government net lending/borrowing,National currency,Billions,164.621,279.464,234.61,-89.122
NOR,GGXCNL_NGDP,Norway,General government net lending/borrowing,Percent of GDP,,4.954,7.814,6.522,-2.575
NOR,GGSB,Norway,General government structural balance,National currency,Billions,-226.622,-221.534,-241.665,-374.623
NOR,GGSB_NPGDP,Norway,General government structural balance,Percent of potential GDP,,-7.706,-6.953,-7.484,-12.128
NOR,GGXONLB,Norway,General government primary net lending/borrowing,National currency,Billions,85.229,202.95,160.168,-158.745
NOR,GGXONLB_NGDP,Norway,General government primary net lending/borrowing,Percent of GDP,,2.565,5.674,4.453,-4.586
NOR,GGXWDN,Norway,General government net debt,National currency,Billions,"-2,612.21","-2,536.54","-2,668.94","-2,733.58"
NOR,GGXWDN_NGDP,Norway,General government net debt,Percent of GDP,,-78.608,-70.921,-74.2,-78.969
NOR,GGXWDG,Norway,General government gross debt,National currency,Billions,"1,273.21","1,409.40","1,458.79","1,596.10"
NOR,GGXWDG_NGDP,Norway,General government gross debt,Percent of GDP,,38.314,39.406,40.556,46.109
NOR,NGDP_FY,Norway,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"3,323.10","3,576.58","3,596.94","3,461.58"
NOR,BCA,Norway,Current account balance,U.S. dollars,Billions,25.364,39.38,15.499,4.053
NOR,BCA_NGDPD,Norway,Current account balance,Percent of GDP,,6.313,8.954,3.792,1.103
OMN,NGDP_R,Oman,"Gross domestic product, constant prices",National currency,Billions,34.737,35.184,34.787,33.611
OMN,NGDP_RPCH,Oman,"Gross domestic product, constant prices",Percent change,,0.304,1.287,-1.13,-3.378
OMN,NGDP,Oman,"Gross domestic product, current prices",National currency,Billions,31.089,35.184,33.859,29.187
OMN,NGDPD,Oman,"Gross domestic product, current prices",U.S. dollars,Billions,80.857,91.505,88.061,75.909
OMN,PPPGDP,Oman,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,155.415,161.2,162.237,158.802
OMN,NGDP_D,Oman,"Gross domestic product, deflator",Index,,89.5,99.999,97.335,86.837
OMN,NGDPRPC,Oman,"Gross domestic product per capita, constant prices",National currency,Units,"7,617.80","7,645.86","7,532.94","7,561.15"
OMN,NGDPRPPPPC,Oman,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"34,082.45","34,208.01","33,702.77","33,829.01"
OMN,NGDPPC,Oman,"Gross domestic product per capita, current prices",National currency,Units,"6,817.90","7,645.82","7,332.15","6,565.85"
OMN,NGDPDPC,Oman,"Gross domestic product per capita, current prices",U.S. dollars,Units,"17,731.85","19,885.10","19,069.31","17,076.32"
OMN,PPPPC,Oman,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"34,082.45","35,030.44","35,132.08","35,723.87"
OMN,NGAP_NPGDP,Oman,Output gap in percent of potential GDP,Percent of potential GDP,,,,,
OMN,PPPSH,Oman,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.127,0.124,0.119,0.119
OMN,PPPEX,Oman,Implied PPP conversion rate,National currency per current international dollar,,0.2,0.218,0.209,0.184
OMN,NID_NGDP,Oman,Total investment,Percent of GDP,,33.843,31.675,26.866,27.621
OMN,NGSD_NGDP,Oman,Gross national savings,Percent of GDP,,20.458,27.082,22.301,11.465
OMN,PCPI,Oman,"Inflation, average consumer prices",Index,,104.958,105.883,106.025,105.067
OMN,PCPIPCH,Oman,"Inflation, average consumer prices",Percent change,,1.597,0.881,0.134,-0.904
OMN,PCPIE,Oman,"Inflation, end of period consumer prices",Index,,105.3,106.1,105.9,104.4
OMN,PCPIEPCH,Oman,"Inflation, end of period consumer prices",Percent change,,1.739,0.76,-0.189,-1.416
OMN,TM_RPCH,Oman,Volume of imports of goods and services,Percent change,,7.158,0.392,-11.823,2.55
OMN,TMG_RPCH,Oman,Volume of Imports of goods,Percent change,,8.401,-3.354,-16.615,22.42
OMN,TX_RPCH,Oman,Volume of exports of goods and services,Percent change,,2.705,5.765,-0.911,1.981
OMN,TXG_RPCH,Oman,Volume of exports of goods,Percent change,,3.314,6.766,-2.381,7.685
OMN,LUR,Oman,Unemployment rate,Percent of total labor force,,,,,
OMN,LE,Oman,Employment,Persons,Millions,,n/a,,
OMN,LP,Oman,Population,Persons,Millions,4.56,4.602,4.618,4.445
OMN,GGR,Oman,General government revenue,National currency,Billions,9.006,11.119,11.495,8.425
OMN,GGR_NGDP,Oman,General government revenue,Percent of GDP,,28.969,31.602,33.949,28.865
OMN,GGX,Oman,General government total expenditure,National currency,Billions,12.258,13.483,13.13,12.999
OMN,GGX_NGDP,Oman,General government total expenditure,Percent of GDP,,39.428,38.321,38.779,44.538
OMN,GGXCNL,Oman,General government net lending/borrowing,National currency,Billions,-3.252,-2.364,-1.635,-4.575
OMN,GGXCNL_NGDP,Oman,General government net lending/borrowing,Percent of GDP,,-10.459,-6.719,-4.83,-15.673
OMN,GGSB,Oman,General government structural balance,National currency,Billions,,,,
OMN,GGSB_NPGDP,Oman,General government structural balance,Percent of potential GDP,,,,,
OMN,GGXONLB,Oman,General government primary net lending/borrowing,National currency,Billions,-3.448,-1.834,-1.569,-3.792
OMN,GGXONLB_NGDP,Oman,General government primary net lending/borrowing,Percent of GDP,,-11.089,-5.214,-4.634,-12.993
OMN,GGXWDN,Oman,General government net debt,National currency,Billions,-3.239,2.239,3.779,8.093
OMN,GGXWDN_NGDP,Oman,General government net debt,Percent of GDP,,-10.418,6.362,11.162,27.729
OMN,GGXWDG,Oman,General government gross debt,National currency,Billions,12.469,15.724,17.764,19.819
OMN,GGXWDG_NGDP,Oman,General government gross debt,Percent of GDP,,40.106,44.691,52.464,67.902
OMN,NGDP_FY,Oman,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,31.089,35.184,33.859,29.187
OMN,BCA,Oman,Current account balance,U.S. dollars,Billions,-10.826,-4.203,-4.055,-12.263
OMN,BCA_NGDPD,Oman,Current account balance,Percent of GDP,,-13.39,-4.593,-4.605,-16.155
